gene	direction	n_probes	max_abs_delta_beta	min_fdr
AC019257.2	hypermethylated	1	0.2060623948292065	1.6230215540417318e-32
AC019257.8	hypermethylated	1	0.2059462242519733	5.246994823734522e-33
AC020611.2	hypermethylated	1	0.3326286912680664	3.4209023868090426e-96
AC020907.2	hypermethylated	5	0.3212041877963246	2.1275935700260633e-106
AC020907.5	hypermethylated	5	0.3212041877963246	2.1275935700260633e-106
AC020911.2	hypermethylated	5	0.4186146225903717	7.02368506530162e-129
AC020915.2	hypermethylated	1	0.2421359986038463	8.188340870324813e-63
AC020915.4	hypermethylated	1	0.2421359986038463	8.188340870324813e-63
AC020922.1	hypermethylated	2	0.267505920716219	1.4521240017088452e-93
AC020922.3	hypermethylated	3	0.272303605757301	8.396273695699223e-24
AC020934.1	hypermethylated	2	0.2135018837291703	8.508674390689207e-71
AC021037.1	hypermethylated	1	0.2426968435270737	6.1608178344730605e-24
AC021092.1	hypermethylated	1	0.3691669505217979	1.2277018838442988e-25
AC021127.1	hypermethylated	8	0.3383874240314214	2.7695856676023683e-169
AC021220.2	hypermethylated	2	0.2688302665264083	3.2014982321976615e-35
AC021594.1	hypermethylated	1	0.3028196885736896	6.589473872697652e-157
AC021594.2	hypermethylated	2	0.3586467338739106	1.972100291054285e-146
AC021739.2	hypermethylated	1	0.348384535195979	8.2933267679713e-85
AC021739.3	hypermethylated	1	0.326151722397547	6.436838755850587e-29
AC022031.2	hypermethylated	6	0.3532910098768771	3.989252584407559e-114
AC022098.1	hypermethylated	3	0.3925150929852059	1.4403350276542972e-45
AC022154.1	hypermethylated	1	0.2438485859218078	2.0992826632645187e-49
AC022217.3	hypermethylated	2	0.2674610962210778	1.2171540873793407e-24
AC022382.2	hypermethylated	1	0.2264042919228093	2.3227463896317265e-115
AC022384.1	hypermethylated	1	0.3299262548230358	2.0822232643625035e-93
AC022414.1	hypermethylated	1	0.20634651116963	4.636891844374333e-55
AC022509.1	hypermethylated	1	0.2195365194101199	1.0424540103956033e-43
AC022509.2	hypermethylated	1	0.2195365194101199	1.0424540103956033e-43
AC022523.1	hypermethylated	1	0.2406396471302949	7.464526880923461e-126
AC022915.2	hypermethylated	5	0.4380821994638456	7.826419596672097e-170
AC023300.2	hypermethylated	2	0.2924690073812693	6.939168664217118e-58
AC023511.2	hypermethylated	1	0.2217664970572856	6.64733241451331e-76
AC023787.2	hypermethylated	1	0.2287587147399646	6.7620763667929345e-99
AC023866.2	hypermethylated	1	0.2410618175340822	1.4400441103312984e-88
AC024270.4	hypermethylated	1	0.2067905975604639	2.2967062102716128e-68
AC024563.1	hypermethylated	1	0.3513100207312626	7.573618212856844e-61
AC024563.2	hypermethylated	1	0.3513100207312626	7.573618212856844e-61
AC024909.1	hypermethylated	1	0.2114319995875509	1.849597941867467e-32
AC025034.1	hypermethylated	1	0.3921774553198865	1.034967409206969e-89
AC025048.1	hypermethylated	4	0.4445184194578815	8.143932546309154e-131
AC025062.2	hypermethylated	1	0.3901007199341172	3.338786995333074e-75
AC025062.3	hypermethylated	1	0.3901007199341172	3.338786995333074e-75
AC025171.1	hypermethylated	12	0.3183055555365081	2.4347862562554304e-86
AC025171.2	hypermethylated	6	0.2597433229154562	9.13195829782691e-74
AC025171.3	hypermethylated	5	0.3183055555365081	2.4347862562554304e-86
AC025188.1	hypermethylated	1	0.3328597804975769	4.578378003012494e-29
AC025259.1	hypermethylated	1	0.2635396434142526	8.637075889340488e-56
AC025262.3	hypermethylated	1	0.2180388470994425	1.065658311993706e-60
AC025263.2	hypermethylated	1	0.2943082804719072	1.1104065598228194e-108
AC025280.1	hypermethylated	1	0.2035934262496505	2.583224353946144e-43
AC025280.3	hypermethylated	1	0.2035934262496505	2.583224353946144e-43
AC025287.1	hypermethylated	1	0.3584898712584325	7.654508700610765e-88
AC025431.1	hypermethylated	7	0.2867955796787922	1.962964452172705e-140
AC025449.2	hypermethylated	1	0.233696098113353	1.032866499516e-65
AC025470.2	hypermethylated	1	0.2509657391348751	8.851865097822985e-85
AC025580.3	hypermethylated	2	0.2993747432463681	8.530911891432676e-84
AC025627.1	hypermethylated	1	0.2241513980636428	3.3937906936008705e-91
AC025682.1	hypermethylated	1	0.2151262339829469	2.489881307135771e-64
AC025774.1	hypermethylated	1	0.2031254443559011	5.900554078789843e-103
AC025809.1	hypermethylated	1	0.2034877471111439	2.1696733947273912e-120
AC026191.1	hypermethylated	1	0.2813460084183141	7.899903786979499e-103
AC026271.1	hypermethylated	1	0.2252522472616466	4.0635000138502095e-28
AC026271.4	hypermethylated	1	0.2252522472616466	4.0635000138502095e-28
AC026310.1	hypermethylated	1	0.3069982954782025	3.565792557762305e-57
AC026310.2	hypermethylated	4	0.4181372877756837	1.0738104299337596e-132
AC026316.4	hypermethylated	17	0.4515485698792376	3.6963674110488545e-163
AC026341.1	hypermethylated	2	0.2343996263133088	9.047003324156816e-110
AC026412.4	hypermethylated	1	0.2207461123182363	2.064621890013358e-52
AC026470.2	hypermethylated	1	0.5300456800222205	1.8358316972968332e-22
AC026471.6	hypermethylated	3	0.319887045437279	6.061649287390203e-72
AC026688.2	hypermethylated	1	0.2268094638872838	1.375768149140144e-99
AC026691.1	hypermethylated	6	0.4996303096460639	1.107698727872519e-134
AC026774.1	hypermethylated	5	0.3133102928921257	3.1587914404384414e-156
AC026894.1	hypermethylated	1	0.2294181377662411	2.57748911896326e-72
AC026904.2	hypermethylated	5	0.4380821994638456	7.826419596672097e-170
AC027243.1	hypermethylated	3	0.2855842187170431	1.241405194693975e-88
AC027243.2	hypermethylated	2	0.2855842187170431	1.241405194693975e-88
AC027281.1	hypermethylated	1	0.226121157935903	2.823422024760453e-47
AC027290.1	hypermethylated	1	0.3059279106623691	6.925297370997042e-26
AC027451.1	hypermethylated	1	0.2199174491206361	6.907607180864921e-48
AC027601.5	hypermethylated	1	0.2258796621790871	1.3332188108180484e-61
AC027613.1	hypermethylated	1	0.2746789093386817	1.0046220011608519e-55
AC027801.5	hypermethylated	1	0.2296667151078414	1.1377035315349395e-81
AC034187.1	hypermethylated	1	0.3642912868507706	2.8992471519387816e-68
AC034228.1	hypermethylated	1	0.2503165397031023	9.745440302832669e-105
AC034228.3	hypermethylated	1	0.2503165397031023	9.745440302832669e-105
AC036108.1	hypermethylated	1	0.2002173242085837	1.327722253771696e-40
AC037459.1	hypermethylated	6	0.4212320197792124	6.343605241965824e-135
AC040977.1	hypermethylated	3	0.2159425865560243	3.375711370776415e-65
AC040977.2	hypermethylated	6	0.3459111610462268	1.1101958033728263e-100
AC046134.2	hypermethylated	3	0.2520110474928955	1.6588849884796565e-59
AC046158.1	hypermethylated	3	0.346041453377657	9.517983615536248e-98
AC046185.3	hypermethylated	3	0.3011560075756332	2.773544543401698e-69
AC051619.3	hypermethylated	3	0.4299721166526272	2.785709199377995e-99
AC051635.1	hypermethylated	5	0.314925077892887	5.1624937032864976e-129
AC055717.2	hypermethylated	2	0.2665077416460267	3.28724082697493e-132
AC055788.2	hypermethylated	4	0.4337428050518471	1.0952045928266931e-175
AC055855.2	hypermethylated	1	0.2265897660724352	3.2025918338365976e-35
AC055860.1	hypermethylated	1	0.33146693830026	4.4510244873459387e-63
AC055874.1	hypermethylated	3	0.3216403620391014	1.2069265976259436e-161
AC055876.6	hypermethylated	1	0.2228322926302455	2.345127436353343e-100
AC058822.1	hypermethylated	15	0.3068113596083962	1.7247867645149065e-117
AC061708.1	hypermethylated	7	0.3852008233369985	2.9693417024053503e-205
AC061709.2	hypermethylated	1	0.2353227672923437	1.096587010123348e-96
AC061992.2	hypermethylated	1	0.2181125784901593	4.4640088815940315e-60
AC064805.2	hypermethylated	4	0.2788951097982822	2.258769648487762e-132
AC066612.1	hypermethylated	2	0.2282481412735809	6.645205532674946e-96
AC067930.1	hypermethylated	1	0.2679166628519694	0.0005722317930981
AC067930.5	hypermethylated	1	0.2679166628519694	0.0005722317930981
AC068014.1	hypermethylated	1	0.2044689351435006	2.6212171360586146e-43
AC068057.3	hypermethylated	2	0.2169437250096088	2.7385764925680137e-82
AC068189.1	hypermethylated	3	0.3710472319924628	7.890068658824675e-66
AC068205.1	hypermethylated	14	0.4561335382637176	3.4561441002016e-221
AC068205.2	hypermethylated	13	0.4561335382637176	3.4561441002016e-221
AC068228.3	hypermethylated	2	0.2788193223467927	1.36660979482036e-72
AC068234.1	hypermethylated	2	0.2177660896573424	5.090787373371692e-75
AC068580.4	hypermethylated	1	0.2016278264085254	1.629385922159344e-50
AC068722.1	hypermethylated	3	0.3388259400832824	1.1372719240407416e-74
AC068733.3	hypermethylated	3	0.2154844561905515	3.769011978286427e-112
AC068774.1	hypermethylated	2	0.2223439176404502	1.7693730086585293e-72
AC068787.4	hypermethylated	4	0.3859767032383999	3.6742763163505324e-202
AC068987.2	hypermethylated	2	0.2569468390578525	2.560651898949967e-80
AC069213.1	hypermethylated	2	0.2715134594906538	2.5514454802203122e-96
AC069288.1	hypermethylated	6	0.3249554041520267	3.517086370564047e-50
AC069368.1	hypermethylated	4	0.3345509482789213	3.392286490672243e-60
AC072026.2	hypermethylated	3	0.4843026896633168	2.8465681469165472e-87
AC073050.1	hypermethylated	2	0.32733789387018	3.1769051204587373e-152
AC073082.1	hypermethylated	4	0.3383973369971023	8.01852536429261e-101
AC073111.2	hypermethylated	1	0.2783546558624589	6.640478627638732e-76
AC073111.3	hypermethylated	1	0.2783546558624589	6.640478627638732e-76
AC073263.1	hypermethylated	1	0.203227745006287	1.714058641702876e-33
AC073283.1	hypermethylated	1	0.2015739924274373	3.875438347153246e-74
AC073283.3	hypermethylated	1	0.2015739924274373	3.875438347153246e-74
AC073288.2	hypermethylated	3	0.3634208550703577	1.6794224955264946e-104
AC073332.1	hypermethylated	1	0.2165013479512475	5.7881947329411305e-37
AC073343.2	hypermethylated	4	0.3970524535348863	1.0749325306047323e-154
AC073352.2	hypermethylated	1	0.2645842428820819	9.043832044361918e-122
AC073530.1	hypermethylated	1	0.2370677475355938	2.55353824302716e-32
AC073548.2	hypermethylated	1	0.3294498048794505	4.6662408368793526e-113
AC073592.1	hypermethylated	1	0.2093339309235973	1.9829708170465656e-60
AC073842.2	hypermethylated	1	0.2014869582700122	8.305007489384699e-71
AC073878.1	hypermethylated	1	0.2180247964528012	3.897816389220605e-43
AC073957.2	hypermethylated	2	0.222456942396743	7.830642995484172e-41
AC074099.1	hypermethylated	7	0.3743636622386572	8.823893697316226e-177
AC074135.2	hypermethylated	4	0.319259427344426	4.338761482602669e-173
AC076968.2	hypermethylated	2	0.3083272901369945	1.0843046788729053e-49
AC078785.1	hypermethylated	1	0.2048343826642567	1.6374907020532232e-86
AC078815.1	hypermethylated	1	0.2180388470994425	1.065658311993706e-60
AC078909.1	hypermethylated	3	0.3886685058887014	8.18577008101504e-86
AC079089.1	hypermethylated	1	0.2522710022360853	2.4624230363624567e-63
AC079154.1	hypermethylated	8	0.3696920754058813	3.540530408149416e-154
AC079160.1	hypermethylated	1	0.2491257627381955	2.72877036900273e-82
AC079296.1	hypermethylated	1	0.253401744043614	9.533857867177153e-90
AC079313.1	hypermethylated	4	0.3812740228924096	6.351513398614715e-97
AC079313.2	hypermethylated	4	0.3812740228924096	6.351513398614715e-97
AC079336.1	hypermethylated	1	0.2026178550301936	6.848975312666149e-83
AC079336.2	hypermethylated	1	0.2026178550301936	6.848975312666149e-83
AC079336.4	hypermethylated	1	0.2026178550301936	6.848975312666149e-83
AC079336.5	hypermethylated	1	0.2072695773220886	3.2250449320906445e-21
AC079336.6	hypermethylated	1	0.2026178550301936	6.848975312666149e-83
AC079384.2	hypermethylated	1	0.221595264305387	3.725392238218636e-22
AC079385.1	hypermethylated	11	0.3275645281883305	5.223588937629388e-144
AC079594.1	hypermethylated	2	0.3815690763149524	8.760686008390208e-78
AC079779.2	hypermethylated	4	0.3527494537994821	2.3484390003420066e-104
AC079949.1	hypermethylated	2	0.3042866211671334	3.2532175337606906e-176
AC079949.2	hypermethylated	2	0.3042866211671334	3.2532175337606906e-176
AC079949.3	hypermethylated	2	0.3042866211671334	3.2532175337606906e-176
AC079949.5	hypermethylated	2	0.3042866211671334	3.2532175337606906e-176
AC079950.1	hypermethylated	3	0.3531145539332787	5.072363885722978e-137
AC080013.4	hypermethylated	1	0.2451472463568884	2.947462014276509e-96
AC082651.1	hypermethylated	1	0.202822869582854	8.877494369376328e-46
AC082651.4	hypermethylated	1	0.202822869582854	8.877494369376328e-46
AC083805.1	hypermethylated	1	0.2647054496414228	2.2705150000188963e-60
AC083805.3	hypermethylated	1	0.2647054496414228	2.2705150000188963e-60
AC083862.2	hypermethylated	1	0.2625236739435149	1.6101784087723886e-54
AC083870.1	hypermethylated	1	0.2143898258194457	2.54127726208832e-33
AC084125.2	hypermethylated	4	0.2463478931990453	1.1176650543372638e-52
AC084337.2	hypermethylated	3	0.2562176353162945	4.4440924750648215e-68
AC084757.3	hypermethylated	2	0.2755369494055083	4.9621800486585565e-148
AC084864.1	hypermethylated	10	0.3760894322533672	4.1897973776654993e-135
AC084879.1	hypermethylated	1	0.3539178780120164	1.5024669489631071e-24
AC087164.2	hypermethylated	1	0.2180865580854735	3.261529997212126e-88
AC087241.2	hypermethylated	1	0.2038785276756389	4.905771918930795e-27
AC087269.1	hypermethylated	1	0.2060380909152668	2.799148382619302e-48
AC087280.2	hypermethylated	3	0.2836804860221807	6.14699657165963e-145
AC087286.2	hypermethylated	1	0.3089882879992901	2.2446760509149755e-64
AC087289.2	hypermethylated	1	0.2129080740070906	3.52973599030671e-45
AC087294.1	hypermethylated	1	0.238032765671936	1.9367917379142629e-56
AC087457.1	hypermethylated	6	0.3477314007467611	2.181752638663774e-106
AC087477.2	hypermethylated	2	0.2424254032292963	1.2907185120361525e-72
AC087482.1	hypermethylated	2	0.2769297712397071	1.561690424782933e-115
AC087564.1	hypermethylated	17	0.4656538613656087	5.403639918050588e-181
AC087633.2	hypermethylated	1	0.213550904937334	1.5484600674391121e-84
AC087645.2	hypermethylated	1	0.2334252436198609	1.7525707797029183e-121
AC090001.1	hypermethylated	3	0.3324436352481882	2.6385906705554614e-116
AC090136.3	hypermethylated	7	0.3045036425993167	3.283439774272401e-120
AC090152.1	hypermethylated	2	0.3312629654333329	2.774230775428359e-140
AC090181.1	hypermethylated	1	0.2611085455524558	1.3789696351502382e-72
AC090197.1	hypermethylated	1	0.3030913410797603	1.2403666670370789e-117
AC090241.2	hypermethylated	5	0.2630654851598688	3.316318760173713e-137
AC090340.1	hypermethylated	4	0.468205049039891	6.004255066561804e-122
AC090386.1	hypermethylated	3	0.2902341647732751	7.696519623060048e-81
AC090515.4	hypermethylated	3	0.3098498629093052	9.660961064488027e-78
AC090625.2	hypermethylated	1	0.2062454506247286	4.7195384393783566e-88
AC090707.1	hypermethylated	2	0.2189635678601224	1.0455202272253034e-93
AC090707.2	hypermethylated	5	0.5050515357022057	3.1720094657754955e-206
AC090826.1	hypermethylated	3	0.311679155741085	4.365652111375098e-112
AC090877.2	hypermethylated	5	0.3094310766464182	1.673323752855786e-122
AC090952.2	hypermethylated	1	0.2511275214585374	1.7828168347053767e-87
AC090983.1	hypermethylated	1	0.240264800447708	2.274460455779267e-37
AC090983.2	hypermethylated	2	0.240264800447708	5.028779717454921e-68
AC091076.1	hypermethylated	8	0.3822532580636428	6.211433885460145e-152
AC091133.3	hypermethylated	10	0.3421580383383512	3.0276446112293373e-128
AC091138.1	hypermethylated	8	0.3790076411154019	4.4004778879490864e-182
AC091179.1	hypermethylated	4	0.3594316087809511	9.326562322339213e-104
AC091179.3	hypermethylated	7	0.4489449164504569	2.358070728353313e-146
AC091179.4	hypermethylated	7	0.4489449164504569	2.358070728353313e-146
AC091180.5	hypermethylated	1	0.2389256398565681	2.1282941866441988e-39
AC091564.5	hypermethylated	2	0.2440170005589426	7.501399707343333e-55
AC091607.2	hypermethylated	3	0.2538146947338956	5.725630527562386e-114
AC091959.1	hypermethylated	9	0.3815677581470506	7.171491373549685e-154
AC091980.2	hypermethylated	10	0.3810551488736809	1.7678876025780335e-133
AC091982.3	hypermethylated	1	0.2100182538148933	3.981315152628815e-50
AC092042.3	hypermethylated	8	0.2911281647840603	2.0764900694726944e-107
AC092053.2	hypermethylated	1	0.3027198569563669	5.741971914980097e-86
AC092053.3	hypermethylated	1	0.3027198569563669	5.741971914980097e-86
AC092118.1	hypermethylated	2	0.2889900771454652	4.514437426973281e-72
AC092153.1	hypermethylated	1	0.3189948983657424	6.0093879394479515e-96
AC092164.1	hypermethylated	1	0.278015076512081	5.457961181968903e-15
AC092275.1	hypermethylated	6	0.2690948731834597	1.0998210452279788e-72
AC092329.2	hypermethylated	5	0.292928725260799	7.231646051736457e-159
AC092335.1	hypermethylated	7	0.3722283783656525	1.2195890043531175e-166
AC092343.1	hypermethylated	1	0.2132420008970858	3.000260796320776e-33
AC092535.4	hypermethylated	4	0.3793727491942053	1.7732159157894128e-128
AC092574.2	hypermethylated	3	0.446916895597458	1.1392956128448296e-168
AC092617.1	hypermethylated	2	0.2422992563061861	6.555750211272484e-66
AC092623.1	hypermethylated	2	0.2474560276042282	3.8163677889323337e-35
AC092675.1	hypermethylated	6	0.4143351103322957	4.4736332062388285e-182
AC092675.2	hypermethylated	6	0.4143351103322957	4.4736332062388285e-182
AC092720.3	hypermethylated	1	0.2265969104069056	6.753533384647717e-66
AC092746.1	hypermethylated	1	0.2359142585991796	1.4159768298954966e-25
AC092805.1	hypermethylated	17	0.4143280249322977	3.775795197175757e-159
AC092807.2	hypermethylated	2	0.2928298303267362	1.9863349651079164e-71
AC092809.3	hypermethylated	2	0.4812005773437531	1.386487592339052e-128
AC092810.2	hypermethylated	2	0.3077764585312207	2.721559128700023e-35
AC092849.2	hypermethylated	1	0.2159578364207426	1.4459577748863379e-70
AC092903.1	hypermethylated	1	0.2282081148688338	3.398625148558948e-56
AC092943.2	hypermethylated	1	0.2114891401662757	2.3800646893173382e-43
AC092957.1	hypermethylated	13	0.3353036834611925	7.569293751659193e-128
AC093110.1	hypermethylated	2	0.2376476890727751	1.0963492321945566e-56
AC093307.1	hypermethylated	1	0.2086950349331069	1.02246083272081e-68
AC093323.1	hypermethylated	3	0.2800455393182093	7.4720838048873e-92
AC093423.2	hypermethylated	3	0.2876783507422168	2.512485117665895e-73
AC093423.3	hypermethylated	5	0.2876783507422168	1.9952230257538656e-89
AC093458.2	hypermethylated	1	0.2156961206323902	1.9443529483187455e-38
AC093496.1	hypermethylated	2	0.290442127573471	1.9700900269781027e-73
AC093519.2	hypermethylated	1	0.2191962508203675	1.0502303409949726e-33
